ID,Ссылка на страницу с игрой,Название игры,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание игры,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12
215,https://r-games.net/215-black-star.html,BLACK STAR,,,,БК0010,Леталка-Стрелялка,,,,,Необходимо уничтожить отряд инопланетян прорвавшихся к Вашей базе,black_star1708.zip,,,,,,,,,,1395391505_r-games.net_1.png,1395391533_r-games.net_2.png,1395391582_r-games.net_3.png,1395391538_r-games.net_4.png,,,,,,,,
497,https://r-games.net/497-blockout.html,BLOCK OUT,Романтовский Д.А.,RDA corp.,1991,БК0010,Логическая,1991,,,,Качественный 3D тетрис,blockoutd3bb.zip,,block-out-with-loader6f1e.zip,,,,,,,,1472116962_1.png,1472117011_2.png,1472116963_3.png,,,,,,,,,
630,https://r-games.net/630-blood-revenge.html,BLOOD REVENGE,АрагоН,,,БК0010,Лабиринт,,,,,Вам необходимо выбраться из лабиринта не попав в лапы коварных пауков.,blood_revenge822a.zip,,,,,,,,,,1297319451_1.jpg,1297319462_2.jpg,,,,,,,,,,
194,https://r-games.net/194-bmx-simulator.html,BMX SIMULATOR,Барулин Д.С.,BDS corp.,1993,БК0010,Спортивная,1993,,,,,bmxd96a.zip,,,,,,,,,,1395662992_r-games.net_1.png,1395663015_r-games.net_2.png,1395663010_r-games.net_3.png,1395662981_r-games.net_4.png,1395663032_r-games.net_5.png,1395662939_r-games.net_6.png,1395663034_r-games.net_7.png,1395663022_r-games.net_8.png,1395662973_r-games.net_9.png,1395663039_r-games.net_10.png,,
322,https://r-games.net/322-boa-and-apples.html,BOA AND APPLES,ABH corp.,,1988,БК0010,Аркада,1988,,,,Игра типа змейки или удава.,boaandapples2b8a.zip,,,,,,,,,,1340218069_1.jpg,1340217985_2.jpg,1340217996_3.jpg,,,,,,,,,
323,https://r-games.net/323-bobi-beysik.html,BOBI (БЕЙСИК),"Юров Владислав, Бабешко Михаил",ANDROID,1990,БК0010-01 БЕЙСИК,Аркада,1990,Бабешко Михаил,,,"Ваша задача помочь bobi собрать клады в залах подземелья, со злыми невидимыми духами, которые стремятся его уничтожить.",bobicfff.zip,,,,,,,,,,1340218438_1.jpg,1296724390_1.jpg,1296724418_2.jpg,,,,,,,,,
324,https://r-games.net/324-bobi-2-beysik.html,BOBI 2 (БЕЙСИК),"Юров Владислав, Бабешко Михаил",ANDROID,1990,БК0010-01 БЕЙСИК,Аркада,1990,,,,Ваша задача - собрать все ключи и выйти из башни,bobi2ec81.zip,,,,,,,,,,1340218774_1.jpg,1296724576_1.jpg,,,,,,,,,,
48369,https://r-games.net/48369-bolder-dash.html,BOLDER DASH,"Мелентьев А.В.,, Мелентьев А.В., Валтер Н. (WEX)",,1989,БК0010,"Аркада, Лабиринт, Логическая",1989,"Мелентьев А.В., Валтер Н. (WEX)",,Русский,,bolderdashd9cb.zip,,,,,,,,,,bolder_1.png,bolder_2.png,bolder_3.png,bolder_4.png,bolder_5.png,bolder_6.png,bolder_7.png,,,,,
631,https://r-games.net/631-bolder-dash.html,BOLDER DASH,Мелентьев А.В.,MRLC,1989,БК0010,Лабиринт,1989,,,,В этой игре Вам нужно собрать все алмазы в лабиринте для перехода на следующий уровень,BOLRIS6378.zip,,,,,,,,,,1340782501_1.jpg,1297319548_1.jpg,1297319604_2.jpg,1297319563_3.jpg,,,,,,,,
632,https://r-games.net/632-bolder-dash.html,BOLDER DASH,Мелентьев А.В.,MRLC,1989,БК0010,Лабиринт,1989,,,,Ваша задача - собрать все алмазы в лабиринте и перейти в следующий.,bolderdash1c35.zip,,,,,,,,,,1340782262_1.jpg,1297319715_2.jpg,1297319678_1.jpg,,,,,,,,,
22539,https://r-games.net/22539-bolder-dash.html,BOLDER DASH,"Мелентьев А.В. (MRLC), Вальтер Н. (WEX)",MRLC,1989,БК0010,"Аркада, Логическая, Лабиринт",1989,,,,"Ваша задача собрать все алмазы в лабиринте и перейти в следующий. Попадаться в руки бабочкам и минам, а также оказаться под падающим камнем или алмазом опасно для жизни.",bolder-dash3935.zip,,,,,,,,,,,,,,,,,,,,,
48004,https://r-games.net/48004-bolder-dash.html,BOLDER DASH,"Мелентьев А.В., Мелентьев А.В. (MRLC), Вальтер Н. (WEX)",MRLC,1989,БК0010,"Аркада, Лабиринт, Логическая",1989,"Мелентьев А.В. (MRLC), Вальтер Н. (WEX)",,Русский,"Ваша задача собрать все алмазы в лабиринте и перейти в следующий. Попадаться в руки бабочкам и минам, а также оказаться под падающим камнем или алмазом опасно для жизни. Имя файла:bolder_dash.zip Формат:zip Размер:10.06 Kb Загружен:15-01-2018 14:30 Скачиваний:285 MD5:b08799681601fbd21ac710745f044f22",bolder_dashbd6a.zip,,,,,,,,,,,,,,,,,,,,,
21106,https://r-games.net/21106-bolder-dash-3.html,BOLDER DASH,"Мелентьев А.В. (MRLC), Вальтер Н. (WEX)",MRLC,1989,БК0010,"Аркада, Логическая, Лабиринт",1989,,,,"Ваша задача собрать все алмазы в лабиринте и перейти в следующий. Попадаться в руки бабочкам и минам, а также оказаться под падающим камнем или алмазом опасно для жизни.",bolder_dash9471.zip,,,,,,,,,,,,,,,,,,,,,
32520,https://r-games.net/32520-bolder-dash3.html,BOLDER DASH 3,Мелентьев А.В.,MRLC,,БК0010,Лабиринт,,,,,"В этой игре Вам нужно собрать все алмазы в лабиринте для перехода на следующий уровень, при этом лучше избегать встречи со стражниками, хотя это не всегда удается. На образе с игрой также присутствует редактор уровней.",BOLDERDASH99ab.zip,,bolder_red7f47.zip,,,,,,,,1403687087_r-games.net_1.png,1403687008_r-games.net_2.png,1403687082_r-games.net_3.png,1485420881_1.png,,,,,,,,
21105,https://r-games.net/21105-bolder-dash-3.html,BOLDER DASH 3,"Мелентьев А.В. (MRLC), Вальтер Н. (WEX)",MRLC,1991,БК0010,"Аркада, Логическая, Лабиринт",1991,,,,"Ваша задача собрать все алмазы в лабиринте и перейти в следующий. Попадаться в руки бабочкам и минам, а также оказаться под падающим камнем или алмазом опасно для жизни.",bolder_dash_337cf.zip,,,,,,,,,,1321343017_1.jpg,1321343102_2.jpg,1321343000_3.jpg,,,,,,,,,
48348,https://r-games.net/48348-bolder-dash-4.html,BOLDER DASH 4,"Мелентьев А.В., OldGame «Старые Игры», Мелентьев А.В., Валтер Н. (WEX)",OldGame «Старые Игры»,2023,БК0010,"Аркада, Лабиринт, Логическая",25.10.2023,"Мелентьев А.В., Валтер Н. (WEX)",,Русский,,bolder-dash-499ce.zip,,,,,,,,,,,,,,,,,,,,,
48350,https://r-games.net/48350-bolder-dash-5.html,BOLDER DASH 5,"Мелентьев А.В., OldGame «Старые Игры», Мелентьев А.В., Валтер Н. (WEX)",OldGame «Старые Игры»,2023,БК0010,"Аркада, Лабиринт, Логическая",31.10.2023,"Мелентьев А.В., Валтер Н. (WEX)",,Русский,,bolder_dash5f2ac.zip,,,,,,,,,,,,,,,,,,,,,
48351,https://r-games.net/48351-bolder-dash-6.html,BOLDER DASH 6,"Мелентьев А.В., OldGame «Старые Игры», Мелентьев А.В., Валтер Н. (WEX)",OldGame «Старые Игры»,2023,БК0010,"Аркада, Лабиринт, Логическая",2023,"Мелентьев А.В., Валтер Н. (WEX)",,Русский,,bolder-dash6_2_0_ligth1b3e.zip,,bolder-dash6_1_0_hard8ab3.zip,,,,,,,,,,,,,,,,,,,
48352,https://r-games.net/48352-bolder-dash-7.html,BOLDER DASH 7,"Мелентьев А.В., OldGame «Старые Игры», Мелентьев А.В., Валтер Н. (WEX)",OldGame «Старые Игры»,2024,БК0010,"Аркада, Лабиринт, Логическая",2024,"Мелентьев А.В., Валтер Н. (WEX)",,Русский,,bolder_dash_79a76.zip,,,,,,,,,,,,,,,,,,,,,
48353,https://r-games.net/48353-bolder-dash-8.html,BOLDER DASH 8,"Мелентьев А.В., OldGame «Старые Игры»",OldGame «Старые Игры»,2024,БК0010,"Аркада, Лабиринт, Логическая",2024,Мелентьев А.В.,,Русский,,bolder_dash_8cda5.zip,,,,,,,,,,,,,,,,,,,,,
